,prop,name,url,east,north,uarn,descrip,nav,rv,effdate,category,postcode,lattitude,longitude
6258,MS LEONA COSGROVE,"28 FORT STREET, BROUGHTY FERRY, DUNDEE, DD5 2AD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053416&PPRN=053416&ASSESSOR_IDX=14#results,346076,730733,53416,SHOP,"&pound;4,600","&pound;4,600",01/04/2023,Shops,DD5 2AD,56.46562368,-2.87675623
6259,S M BAYNE & CO LTD ORWELL BAKERY,"29 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=125269&PPRN=125269&ASSESSOR_IDX=14#results,349711,732502,125269,SHOP & BAKEHOUSE,"&pound;5,400","&pound;5,400",01/04/2023,Shops,DD5 4AA,56.48191687,-2.81811197
6260,KHURRAM & MRS LEANNE KHAN T/A THE MANGO TREE,"29 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322600&PPRN=322600&ASSESSOR_IDX=14#results,346250,730740,322600,SHOP,"&pound;10,800","&pound;10,800",01/04/2023,Shops,DD5 2BJ,56.46570645,-2.87393414
6261,SANDRO & LEON PALADINI T/A EAS PROPERTY,"30 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053533&PPRN=053533&ASSESSOR_IDX=14#results,346277,730740,53533,SHOP & WORKSHOP,"&pound;48,700","&pound;48,700",01/04/2023,Shops,DD5 2BJ,56.46570952,-2.87349601
6262,SELAN DESIGN LTD,"30-40 UNION STREET, BROUGHTY FERRY, DUNDEE, DD5 2AU",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=054614&PPRN=054614&ASSESSOR_IDX=14#results,346164,730856,54614,SHOWROOM & OFFICE,"&pound;24,000","&pound;24,000",01/04/2023,Shops,DD5 2AU,56.46673863,-2.87535368
6263,MICHAEL J MURRAY,"31 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053733&PPRN=053733&ASSESSOR_IDX=14#results,346250,730740,53733,SHOP,"&pound;10,100","&pound;10,100",01/04/2023,Shops,DD5 2BJ,56.46570645,-2.87393414
6264,MS ALANA MCMILLAN,"33 LAWRENCE STREET, BROUGHTY FERRY, DUNDEE, DD5 1ES",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=052146&PPRN=052146&ASSESSOR_IDX=14#results,345963,730913,52146,SALON,"&pound;4,050","&pound;4,050",01/04/2023,Shops,DD5 1ES,56.46722764,-2.87862728
6265,MR KENNETH MITCHELL,"33 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053734&PPRN=053734&ASSESSOR_IDX=14#results,346253,730752,53734,SHOP,"&pound;9,900","&pound;9,900",01/04/2023,Shops,DD5 2BJ,56.46581458,-2.87388794
6266,MOHAMMAD RIZWAN RAFIQUE,"33 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=125273&PPRN=125273&ASSESSOR_IDX=14#results,349722,732507,125273,POST OFFICE,"&pound;5,900","&pound;5,900",01/04/2023,Shops,DD5 4AA,56.48196296,-2.81793437
6267,MS NICOLA CURRAN T/A DUCHESS LOUNGE,"34-36 CLAYPOTTS ROAD, BROUGHTY FERRY, DUNDEE, DD5 1BS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=055125&PPRN=055125&ASSESSOR_IDX=14#results,345584,731671,55125,SALON,"&pound;14,700","&pound;14,700",01/04/2023,Shops,DD5 1BS,56.473993,-2.88493616
6268,MOHAMMED RIZWAN RAFIQUE,"35 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=741659&PPRN=741659&ASSESSOR_IDX=14#results,349721,732511,741659,CONVENIENCE STORE,"&pound;5,100","&pound;5,100",01/04/2023,Shops,DD5 4AA,56.48199879,-2.81795138
6269,MRS AVRIL GIBSON,"37 FORT STREET, BROUGHTY FERRY, DUNDEE, DD5 2AD",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051839&PPRN=051839&ASSESSOR_IDX=14#results,346060,730764,51839,SHOP,"&pound;5,900","&pound;5,900",01/04/2023,Shops,DD5 2AD,56.46590031,-2.87702229
6270,LIAM THOMSON & EMILY MCKENDRICK,"37 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=307230&PPRN=307230&ASSESSOR_IDX=14#results,346254,730756,307230,SHOP,"&pound;8,200","&pound;8,200",01/04/2023,Shops,DD5 2BJ,56.46585063,-2.87387253
6271,GREENS RETAIL LIMITED,"38-40 CLAYPOTTS ROAD, BROUGHTY FERRY, DUNDEE, DD5 1BS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=055122&PPRN=055122&ASSESSOR_IDX=14#results,345575,731674,55122,SHOP,"&pound;21,600","&pound;21,600",01/04/2023,Shops,DD5 1BS,56.47401891,-2.88508287
6272,MARTYN LEWIS  T/A FERRY POTTY,"39 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053735&PPRN=053735&ASSESSOR_IDX=14#results,346256,730760,53735,SHOP,"&pound;11,200","&pound;11,200",01/04/2023,Shops,DD5 2BJ,56.46588679,-2.8738409
6273,ALISTER S BELL,"39 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=125276&PPRN=125276&ASSESSOR_IDX=14#results,349726,732512,125276,SHOP,"&pound;4,400","&pound;4,400",01/04/2023,Shops,DD5 4AA,56.48200831,-2.81787039
6274,"ANTONIA, MARCO & ROBERTO CAIRA","40 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053536&PPRN=053536&ASSESSOR_IDX=14#results,346285,730760,53536,SHOP & CAFE,"&pound;31,600","&pound;31,600",01/04/2023,Shops,DD5 2BJ,56.4658901,-2.87337031
6275,MS ALISON ROME T/A THE BOOKHOUSE BROUGHTY FERRY LTD,"41 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=324371&PPRN=324371&ASSESSOR_IDX=14#results,346256,730764,324371,SHOP,"&pound;11,900","&pound;11,900",01/04/2024,Shops,DD5 2BJ,56.46592272,-2.87384173
6276,FREEDOM,"43 FORT STREET, BROUGHTY FERRY, DUNDEE, DD5 2AB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051848&PPRN=051848&ASSESSOR_IDX=14#results,346069,730793,51848,SHOP,"&pound;6,900","&pound;6,900",01/04/2023,Shops,DD5 2AB,56.46616185,-2.87688226
6277,MS LAURA KENNEDY  T/A EVERMORE,"43 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053495&PPRN=053495&ASSESSOR_IDX=14#results,346254,730769,53495,SALON,"&pound;15,900","&pound;15,900",01/04/2023,Shops,DD5 2BJ,56.46596741,-2.87387522
6278,FIRM OF FERRY LAUNDRETTE & DRY CLEANERS,"44 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053538&PPRN=053538&ASSESSOR_IDX=14#results,346287,730772,53538,SHOP,"&pound;13,700","&pound;13,700",01/04/2023,Shops,DD5 2BJ,56.46599812,-2.87334033
6279,KIRPAL SINGH CHIMA,"BOMBAY JOE'S, 44 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=728286&PPRN=728286&ASSESSOR_IDX=14#results,346289,730777,728286,LICENSED RESTAURANT,"&pound;14,600","&pound;14,600",01/04/2023,Shops,DD5 2BJ,56.46604326,-2.87330891
6280,WEBMOR'S RESTUARANT LTD T/A PIZZA REVOLUTION,"46 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053539&PPRN=053539&ASSESSOR_IDX=14#results,346288,730779,53539,LICENSED RESTAURANT,"&pound;21,400","&pound;21,400",01/04/2023,Shops,DD5 2BJ,56.46606111,-2.87332555
6281,KEVIN WILSON,"47 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=125280&PPRN=125280&ASSESSOR_IDX=14#results,349747,732545,125280,SHOP & CAFE,"&pound;4,500","&pound;4,500",01/04/2023,Shops,DD5 4AA,56.48230699,-2.81753585
6282,WEST END GARAGE (2024) LTD,"49-51 QUEEN STREET, BROUGHTY FERRY, DUNDEE, DD5 1AP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=052245&PPRN=052245&ASSESSOR_IDX=14#results,345921,731129,52245,SHOWROOM & WORKSHOP,"&pound;11,500","&pound;11,500",01/04/2023,Shops,DD5 1AP,56.46916312,-2.87935373
6283,MRS ELAINE SMITH,"55 FORT STREET, BROUGHTY FERRY, DUNDEE, DD5 2AB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051855&PPRN=051855&ASSESSOR_IDX=14#results,346075,730819,51855,SHOP,"&pound;5,000","&pound;5,000",01/04/2023,Shops,DD5 2AB,56.46639609,-2.87679028
6284,QUANG VAN NGUYEN,"55 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053499&PPRN=053499&ASSESSOR_IDX=14#results,346265,730796,53499,SHOP,"&pound;12,300","&pound;12,300",01/04/2023,Shops,DD5 2BJ,56.46621119,-2.8737023
6285,MS KIMBERLY REID,"56 DUNDEE ROAD, BROUGHTY FERRY, DUNDEE, DD5 1HY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051657&PPRN=051657&ASSESSOR_IDX=14#results,345341,731152,51657,SALON,"&pound;4,550","&pound;4,550",01/04/2023,Shops,DD5 1HY,56.46930277,-2.88877121
6286,MRS SHARON MCGREGOR,"56 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053542&PPRN=053542&ASSESSOR_IDX=14#results,346291,730803,53542,SHOP,"&pound;3,750","&pound;3,750",01/04/2023,Shops,DD5 2BP,56.46627704,-2.87328183
6287,FORT STREET MOTORS LTD,"57-61 FORT STREET, BROUGHTY FERRY, DUNDEE, DD5 2AB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051856&PPRN=051856&ASSESSOR_IDX=14#results,346077,730828,51856,SHOWROOM & WORKSHOP,"&pound;11,600","&pound;11,600",01/04/2023,Shops,DD5 2AB,56.46647716,-2.87675969
6288,SERGIO BARETTO,"57 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BJ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053500&PPRN=053500&ASSESSOR_IDX=14#results,346267,730801,53500,SHOP,"&pound;10,100","&pound;10,100",01/04/2023,Shops,DD5 2BJ,56.46625634,-2.87367087
6289,LISA CHAN,"57 HIGH STREET, MONIFIETH, DUNDEE, DD5 4AA",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=125284&PPRN=125284&ASSESSOR_IDX=14#results,349768,732570,125284,SHOP,"&pound;8,400","&pound;8,400",01/04/2023,Shops,DD5 4AA,56.48253381,-2.81719976
6290,MRS LESLEY BAIN,"58 DUNDEE ROAD, BROUGHTY FERRY, DUNDEE, DD5 1HY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051658&PPRN=051658&ASSESSOR_IDX=14#results,345349,731150,51658,SHOP,"&pound;8,600","&pound;8,600",01/04/2023,Shops,DD5 1HY,56.46928573,-2.88864097
6291,STEPHEN P BARNEY,"58 GRAY STREET, BROUGHTY FERRY, DUNDEE, DD5 2BP",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=053543&PPRN=053543&ASSESSOR_IDX=14#results,346290,730807,53543,SHOP,"&pound;8,400","&pound;8,400",01/04/2023,Shops,DD5 2BP,56.46631286,-2.87329888
6292,LIN ZHANG,"58 DALHOUSIE ROAD, BROUGHTY FERRY, DUNDEE, DD5 2UB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=057022&PPRN=057022&ASSESSOR_IDX=14#results,348041,731627,57022,HOT FOOD TAKEAWAY,"&pound;5,700","&pound;5,700",01/04/2023,Shops,DD5 2UB,56.47387528,-2.84504808
6293,MRS EMMA MCCASH T/A ASTONS,"58A DALHOUSIE ROAD, BROUGHTY FERRY, DUNDEE, DD5 2UB",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=057023&PPRN=057023&ASSESSOR_IDX=14#results,348045,731630,57023,SALON,"&pound;5,400","&pound;5,400",01/04/2023,Shops,DD5 2UB,56.47390267,-2.84498376
6294,NM GAS SERVICES LTD,"59-61 KING STREET, BROUGHTY FERRY, DUNDEE, DD5 1EY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD5&ASSESSOR_ID=tayside&CLASS=0001&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=051435&PPRN=051435&ASSESSOR_IDX=14#results,345897,730843,51435,SHOP & STORE,"&pound;7,900","&pound;7,900",01/04/2023,Shops,DD5 1EY,56.46659126,-2.87968378
